Representation,Level,Band,Channel,Feature,Window_Length_s,Entropy_Bins,Baseline_Median_Entropy_bits,Modulation_Median_Entropy_bits,Delta_Entropy_ModMinusBase_bits,Delta_Sign,Baseline_N_Valid_Windows,Modulation_N_Valid_Windows,Entropy_Definition
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,30,64,4.095328819,4.398332091,0.3030032715,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,60,16,2.383224411,2.63318064,0.2499562296,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,60,32,3.310453407,3.563459965,0.2530065583,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,60,64,4.237045107,4.508597628,0.271552522,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,120,16,2.378514694,2.654651209,0.2761365151,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,120,32,3.333666535,3.570701998,0.2370354628,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,120,64,4.300267156,4.547905891,0.247638735,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,10,16,2.079435924,2.272242172,0.1928062477,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,10,32,2.943186115,3.156323135,0.2131370201,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,10,64,3.78764904,4.005526485,0.2178774456,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,30,16,2.24185637,2.438643197,0.1967868271,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,30,32,3.127853829,3.368352717,0.2404988882,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,30,64,4.054430114,4.31477217,0.2603420562,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,60,16,2.294807215,2.485261559,0.1904543445,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,60,32,3.18676381,3.451026353,0.2642625432,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,60,64,4.144541426,4.42274337,0.2782019443,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,120,16,2.297258701,2.540768612,0.2435099102,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,120,32,3.204712454,3.477123073,0.2724106186,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC2,POW.FC2.BetaL,120,64,4.172833802,4.457290547,0.2844567446,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,10,16,2.175190786,2.485203563,0.3100127768,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,10,32,3.055617451,3.370294051,0.3146765997,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,10,64,3.902293866,4.220313765,0.3180198994,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,30,16,2.364638873,2.685662709,0.3210238363,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,30,32,3.287793111,3.606351557,0.3185584458,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,30,64,4.22118307,4.560559379,0.3393763087,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,60,16,2.436296278,2.77479043,0.3384941516,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,60,32,3.371792763,3.736723812,0.364931049,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,60,64,4.326752093,4.707965088,0.3812129946,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,120,16,2.455599055,2.818957741,0.3633586858,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,120,32,3.399223456,3.782093309,0.3828698527,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC2,POW.FC2.BetaH,120,64,4.381799479,4.752097262,0.3702977831,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,10,16,2.064425712,2.246086352,0.1816606393,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,10,32,2.929260096,3.100972412,0.1717123155,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,10,64,3.794065447,3.967207703,0.1731422559,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,30,16,2.202528642,2.327857637,0.1253289949,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,30,32,3.144019465,3.278028693,0.1340092283,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,30,64,4.089858658,4.213069275,0.1232106173,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,60,16,2.284170242,2.422253739,0.1380834976,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,60,32,3.235289912,3.379197043,0.1439071313,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,60,64,4.209219193,4.32907049,0.1198512972,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,120,16,2.288944685,2.449752909,0.1608082246,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,120,32,3.247907455,3.400584676,0.1526772203,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC2,POW.FC2.Gamma,120,64,4.219372716,4.375134932,0.1557622164,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,10,16,0.09694460606,0,-0.09694460606,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,10,32,0.8812908992,0.5074109637,-0.3738799356,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,10,64,1.657649291,1.344292679,-0.313356613,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,30,16,0.2591543291,0,-0.2591543291,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,30,32,0.9395733756,0.4947758856,-0.44479749,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,30,64,1.852519558,1.382551272,-0.4699682863,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,60,16,0.2559295933,0.05475065807,-0.2011789352,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,60,32,0.8926688983,0.5724397764,-0.3202291219,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,60,64,1.847697035,1.49345369,-0.3542433449,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,120,16,0.2385493091,0.04699944783,-0.1915498612,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,120,32,0.8715715059,0.5793640628,-0.2922074431,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,F4,POW.F4.Theta,120,64,1.83196729,1.503223249,-0.328744041,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,10,16,2.292648631,2.210166949,-0.08248168157,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,10,32,3.144370564,2.996323107,-0.1480474577,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,10,64,3.98660294,3.851441578,-0.1351613624,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,30,16,2.483641292,2.392262572,-0.09137871999,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,30,32,3.396349602,3.256041749,-0.1403078528,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,30,64,4.329219604,4.189869728,-0.1393498759,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,60,16,2.534969048,2.477587329,-0.05738171916,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,60,32,3.479496994,3.390650163,-0.08884683093,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,F4,POW.F4.Alpha,60,64,4.411464333,4.340149561,-0.07131477186,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
